Time,DeltaTime,PosX,PosY,PosZ,Pitch,Yaw,Roll,PitchCam,YawCam,RollCam
198.153915,0.059698,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.213272,0.059364,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.273926,0.060642,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.333084,0.059162,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.402832,0.069744,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.461990,0.059161,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.522552,0.060565,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.583588,0.061036,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.642776,0.059189,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.702621,0.059836,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.761551,0.058936,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.821518,0.059964,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.880814,0.059296,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
198.942001,0.061195,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.002548,0.060536,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.062622,0.060082,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.123611,0.060980,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.183167,0.059567,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.242844,0.059674,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.303101,0.060251,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.363434,0.060336,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.466461,0.103034,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.526794,0.060328,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.587799,0.061001,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.649216,0.061427,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.708557,0.059342,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.768799,0.060232,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.829224,0.060422,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.891373,0.062162,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
199.951935,0.060549,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.013947,0.062020,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.076004,0.062048,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.137772,0.061774,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.199219,0.061454,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.261078,0.061852,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.322678,0.061598,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.384232,0.061557,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.460739,0.076510,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.522247,0.061506,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.582458,0.060206,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.643127,0.060680,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.703613,0.060476,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.765396,0.061781,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.827515,0.062117,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
200.887451,0.059942,356523.000,3547.000,-178000.000,0.000,0.000,0.000,-20.000,0.000,-0.000
