Time,DeltaTime,PosX,PosY,PosZ,Pitch,Yaw,Roll,PitchCam,YawCam,RollCam
179.645599,0.060128,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
179.705551,0.059954,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
179.765594,0.060037,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
179.826050,0.060469,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
179.886276,0.060217,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
179.945877,0.059599,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.005798,0.059928,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.066315,0.060510,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.127289,0.060975,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.187363,0.060085,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.249146,0.061780,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.309204,0.060056,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.369781,0.060581,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.438736,0.068942,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.498672,0.059935,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.560120,0.061459,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.620651,0.060532,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.680969,0.060311,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.741165,0.060201,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.801041,0.059876,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.861420,0.060383,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.922806,0.061382,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
180.983719,0.060916,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
181.044113,0.060383,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
181.106262,0.062149,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
181.167175,0.060917,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
181.227890,0.060722,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
181.289032,0.061142,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
181.350449,0.061408,240383.000,-195983.000,-178000.000,0.000,0.000,0.000,-5.000,0.000,-0.000
